expanded_urls,floofer,name,rating_denominator,rating_numerator,source,text,timestamp,tweet_id,stage,full_text,media_url,url,rt_count,fav_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
"https://www.gofundme.com/help-save-a-pup,https://twitter.com/dog_rates/status/845397057150107648/photo/1,https://twitter.com/dog_rates/status/845397057150107648/photo/1",,Mimosa,10,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",2017-03-24 22:08:59,845397057150107648,doggo,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,https://t.co/jMutBFdw5o,1774,7531,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1,Dandie_dinmont,0.394404,True,Maltese_dog,0.186537,True,West_highland_white_terrier,0.181985,True
https://twitter.com/dog_rates/status/836753516572119041/photo/1,,Meera,10,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,2017-03-01 01:42:39,836753516572119041,doggo,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,https://t.co/GZmNEdyoJY,4623,19259,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,1,Mortarboard,0.936882,False,Academic_gown,0.0208154,False,Schipperke,0.0115635,True
https://twitter.com/dog_rates/status/834574053763584002/photo/1,,NaN,10,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,2017-02-23 01:22:14,834574053763584002,doggo,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,https://t.co/UtEVnQ1ZPg,2528,13633,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,1,Toilet_tissue,0.262936,False,Golden_retriever,0.226564,True,Bathtub,0.07887899999999999,False
"https://twitter.com/dog_rates/status/832998151111966721/photo/1,https://twitter.com/dog_rates/status/832998151111966721/photo/1",,Rhino,10,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",2017-02-18 17:00:10,832998151111966721,doggo,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,https://t.co/QX1h0oqMz0,2203,13257,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1,Boxer,0.539036,True,French_bulldog,0.317617,True,Bull_mastiff,0.0939285,True
https://twitter.com/dog_rates/status/832273440279240704/video/1,,Smiley,10,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,2017-02-16 17:00:25,832273440279240704,doggo,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,https://t.co/SHAb1wHjMz,2341,11360,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1,Pembroke,0.134081,True,Ice_bear,0.0519278,False,Pug,0.0443109,True
"https://www.petfinder.com/petdetail/34918210,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1",,Miguel,10,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",2017-02-16 01:04:13,832032802820481025,doggo,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,https://t.co/SU4K34NT4M,4659,17884,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1,Whippet,0.601712,True,Ibizan_hound,0.152662,True,Italian_greyhound,0.135055,True
https://twitter.com/dog_rates/status/831939777352105988/photo/1,,Emanuel,10,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,2017-02-15 18:54:34,831939777352105988,doggo,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,https://t.co/k9bzgyVdUT,6136,24009,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1,Pomeranian,0.153862,True,Marmot,0.0912339,False,Grey_fox,0.0906441,False
https://twitter.com/dog_rates/status/831322785565769729/photo/1,,Pete,10,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,2017-02-14 02:02:51,831322785565769729,doggo,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,https://t.co/Xc0gyovCtK,1554,9282,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1,Old_english_sheepdog,0.999715,True,Tibetan_terrier,4.62967e-05,True,Guinea_pig,4.118430000000001e-05,False
https://twitter.com/dog_rates/status/829449946868879360/photo/1,,NaN,10,11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,2017-02-08 22:00:52,829449946868879360,doggo,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,https://t.co/fmRS43mWQB,2027,10498,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1,Labrador_retriever,0.315163,True,Golden_retriever,0.15321,True,Pekinese,0.13279100000000002,True
https://twitter.com/dog_rates/status/828381636999917570/photo/1,,Doobert,10,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,2017-02-05 23:15:47,828381636999917570,doggo,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,https://t.co/iCk7zstRA9,2224,12618,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1,Bedlington_terrier,0.392535,True,Labrador_retriever,0.0890217,True,Clumber,0.0817998,True
https://twitter.com/dog_rates/status/826958653328592898/photo/1,,Loki,10,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,2017-02-02 01:01:21,826958653328592898,doggo,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,https://t.co/QV5nx6otZR,5024,21641,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1,Golden_retriever,0.6173890000000001,True,Labrador_retriever,0.33705300000000005,True,Tennis_ball,0.00855442,False
"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",,Cupid,10,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,2017-02-01 17:44:55,826848821049180160,doggo,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,https://pbs.twimg.com/media/C3mOnZ8WMAAQXRY.jpg,https://t.co/WS0Gha8vRh,10218,36504,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,Great_pyrenees,0.858764,True,Golden_retriever,0.0235257,True,Pekinese,0.017103900000000002,True
https://twitter.com/dog_rates/status/826476773533745153/photo/1,,Pilot,10,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,2017-01-31 17:06:32,826476773533745153,doggo,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,https://t.co/YIV8sw8xkh,4213,18481,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1,German_shepherd,0.7418600000000001,True,Tibetan_mastiff,0.122812,True,Kelpie,0.10046,True
"http://us.blastingnews.com/news/2017/01/kentucky-teen-helps-lost-yellow-labrador-and-gets-a-huge-surprise-001431969.html?sbdht=_pM1QUzk3wsenGU1giO7UnJ5NGGiKRW9AD5xs2MkaDpYY13JxbtKE4w2_,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1",,NaN,10,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",2017-01-30 23:05:46,826204788643753985,doggo,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",https://pbs.twimg.com/media/C3dEzahWAAA3QFj.jpg,https://t.co/KvaM8j3jhX,929,4897,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,2,Labrador_retriever,0.782058,True,Golden_retriever,0.156581,True,Soft-coated_wheaten_terrier,0.00727512,True
https://twitter.com/dog_rates/status/821765923262631936/photo/1,,Duchess,10,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,2017-01-18 17:07:18,821765923262631936,doggo,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,https://t.co/maDNMETA52,1673,8469,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1,Golden_retriever,0.980071,True,Labrador_retriever,0.00875751,True,Saluki,0.00180595,True
https://twitter.com/dog_rates/status/821407182352777218/video/1,,Sundance,10,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,2017-01-17 17:21:47,821407182352777218,doggo,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,https://t.co/Xn5AQtiqzG,4369,11866,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1,Irish_setter,0.5054960000000001,True,Vizsla,0.168747,True,Chesapeake_bay_retriever,0.111311,True
https://twitter.com/dog_rates/status/821107785811234820/photo/1,,NaN,10,11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,2017-01-16 21:32:06,821107785811234820,doggo,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,https://t.co/8SiwKDlRcl,2154,9671,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1,Pomeranian,0.85659,True,Papillon,0.0385365,True,Yorkshire_terrier,0.0331458,True
https://twitter.com/dog_rates/status/819924195358416896/video/1,,NaN,10,11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,2017-01-13 15:08:56,819924195358416896,doggo,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,https://t.co/XdRNXNYD4E,4922,13013,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,1,Bathtub,0.100896,False,Shower_curtain,0.0918664,False,Tub,0.049176300000000006,False
"https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1",,Sunny,10,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,2017-01-11 02:21:57,819006400881917954,doggo,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,https://pbs.twimg.com/media/C12x-IXVQAA08TD.jpg,https://t.co/YOC1fHFCSb,19142,45727,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4,Prison,0.907083,False,Palace,0.0200891,False,Umbrella,0.00784954,False
"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",,Bo,10,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,2017-01-11 02:15:36,819004803107983360,doggo,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,https://t.co/AdPKrI8BZ1,37243,87746,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,Standard_poodle,0.351308,True,Toy_poodle,0.271929,True,Tibetan_terrier,0.0947592,True
https://twitter.com/dog_rates/status/817777686764523521/video/1,,Dido,10,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",2017-01-07 16:59:28,817777686764523521,doggo,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,https://t.co/m7isZrOBX7,2724,10853,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1,Curly-coated_retriever,0.733256,True,Flat-coated_retriever,0.214145,True,Irish_water_spaniel,0.029769,True
https://twitter.com/dog_rates/status/817777686764523521/video/1,,Dido,10,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",2017-01-07 16:59:28,817777686764523521,pupper,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,https://t.co/m7isZrOBX7,2724,10853,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1,Curly-coated_retriever,0.733256,True,Flat-coated_retriever,0.214145,True,Irish_water_spaniel,0.029769,True
https://twitter.com/dog_rates/status/813910438903693312/photo/1,,Chubbs,10,11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,2016-12-28 00:52:25,813910438903693312,doggo,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,https://t.co/z1VRj1cYZf,1892,9408,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,Siberian_husky,0.6993550000000001,True,Eskimo_dog,0.256433,True,Norwegian_elkhound,0.0131888,True
